"","TCGA-44-2655","TCGA-44-2657","TCGA-44-2665","TCGA-44-2668","TCGA-44-3396","TCGA-44-3398","TCGA-44-6144","TCGA-44-6776","TCGA-44-6778","TCGA-44-7659","TCGA-44-7660","TCGA-44-7661","TCGA-44-7662","TCGA-44-7667","TCGA-44-7670","TCGA-44-7671","TCGA-44-7672","TCGA-49-6742","TCGA-49-6743","TCGA-49-6744","TCGA-49-6745","TCGA-50-7109","TCGA-55-7283","TCGA-55-7570","TCGA-55-7574","TCGA-55-7576","TCGA-55-7724","TCGA-55-7725","TCGA-55-7726","TCGA-55-7903","TCGA-55-7910","TCGA-55-7911","TCGA-55-7914","TCGA-78-7163","TCGA-78-7540","TCGA-86-7711","TCGA-86-7713","TCGA-91-6835","TCGA-91-6836","TCGA-93-7348"
"hsa-let-7a-1",29090.641554,20447.447736,16160.973288,20536.909986,12010.416995,23261.307152,16320.586446,15977.252816,22370.541156,14438.214188,21562.459723,17214.026857,25698.456606,24748.012348,25881.945803,21815.089461,12103.730872,16516.764249,17891.377416,13302.603617,18990.029109,25970.035062,28670.911693,19517.3197,29925.605196,26283.38272,15825.609132,21192.22307,10031.258328,15787.707713,16920.783147,13780.426675,18411.483574,17290.667139,23487.169086,26493.192496,25374.144734,18384.016812,17699.368619,23648.719899
"hsa-let-7a-2",58004.708652,41485.487024,32345.616024,41325.174609,23853.192736,47242.876118,32574.983613,31827.703227,44819.488484,28824.842987,43340.687478,34413.39228,51332.412266,49540.408388,51712.875599,43469.370757,24136.672365,33169.017047,35840.367543,26745.725708,38025.493926,52039.716751,57364.624129,38975.782145,59947.569376,52633.914932,31857.767078,42507.784326,20004.373822,31364.353433,34135.730093,27721.97417,36858.093635,34613.245283,46763.471963,53071.806617,50826.144754,36427.073059,35391.827787,47354.106401
"hsa-let-7a-3",29478.737493,20646.042258,16418.70728,20829.470301,12148.18159,23546.810171,16307.598952,16000.607214,22643.680911,14578.90161,21648.111231,17331.69426,25648.234496,24968.866816,25990.289077,21770.270918,12108.324873,16570.030917,17949.647806,13471.902983,19082.09883,26078.042064,28791.677006,19453.59296,29969.691006,26534.380253,15922.423037,21282.847174,9993.164747,15600.999027,17065.434897,13714.623577,18459.062309,17209.781609,23543.373248,26547.975566,25612.279975,18371.37401,17677.014516,23852.378815
"hsa-let-7b",265816.288994,145695.690888,177168.450203,145606.444568,111763.602594,56910.268523,23261.385221,18843.70578,27469.612802,18132.096445,18789.031115,10096.339403,23879.300186,23452.221335,26997.110145,19751.128206,13489.86626,18433.271617,18583.650697,21065.167652,25927.412711,17458.269868,28225.589604,12595.66421,30191.694548,22990.187948,24751.401742,20808.594579,12068.262464,11666.361499,18664.01032,17003.810774,20135.469296,16912.831991,21965.632564,22708.165258,25177.485447,13267.237818,14780.532503,18006.345381
"hsa-let-7c",13495.07063,8350.055944,10577.613436,10048.004615,8498.249726,1719.864711,2127.758454,3130.387605,3337.603301,2287.175521,4022.137431,3347.443397,2810.140402,3065.362739,4452.242355,3827.657504,2074.609082,4239.070636,3825.194617,2956.71937,4398.076721,2925.905163,4435.294795,2605.386243,3840.818736,3782.18082,3113.774877,3015.384966,2032.377385,1244.724578,2975.197201,2227.144552,2901.001848,2898.804445,3329.056988,2931.810064,3805.067237,4400.68279,2558.935067,3730.515796
"hsa-let-7d",19426.868746,13940.556636,11772.920573,16826.338669,29659.223506,7251.228964,836.832785,648.982796,657.052261,571.626395,592.798593,438.715207,615.467031,593.707882,564.331711,551.67203,613.299132,435.967183,349.490805,349.885356,375.968005,598.557632,501.45909,753.711606,754.024798,750.314273,615.901225,657.939118,327.728179,409.72184,658.454768,625.129429,500.13428,562.209837,463.986144,498.209559,497.184205,590.063271,655.584857,307.405664
"hsa-let-7e",1852.192466,1784.75469,2235.447892,2694.851351,1183.447667,1706.171521,2395.175662,1690.499131,2248.035252,1374.382127,3395.324124,2268.136319,3621.243887,3393.528462,3294.126392,3401.2081,1537.946239,2630.007545,2488.92172,2046.453112,2552.887664,4485.002053,4764.41172,2695.365859,3589.844519,3289.942517,2516.599746,3035.704271,1540.399554,2172.179684,2165.378842,1713.78362,2163.531457,2410.610409,3221.075246,3661.806959,2917.727877,3322.291295,2323.607334,4127.288527
"hsa-let-7f-1",0,3.89401,3.944908,0,0,3.423298,22.063093,29.342705,31.618837,32.827065,45.284649,44.610858,54.161099,43.167701,38.744116,43.279709,25.058187,20.623761,22.887241,17.870489,24.165805,63.719612,53.46381,41.496482,51.171029,48.401201,22.845834,34.136434,17.735878,29.088672,37.956619,30.482317,25.090348,49.639339,48.021694,54.78307,43.5849,39.508756,43.082452,54.749311
"hsa-let-7f-2",1171.645085,1016.336671,674.579276,1114.613594,494.624691,1891.714251,24973.387372,31239.651457,41038.580536,18565.547694,34045.85962,36608.22143,41187.546098,36418.187403,34735.940444,41747.607738,25970.722849,32255.015671,28324.144895,24290.132462,31270.052875,58137.141326,40522.108701,41402.479457,41416.414092,41008.2525,23586.638707,50882.589362,20319.455549,26347.572201,31677.113223,25216.617992,29313.518773,39283.775249,32321.551117,43726.381045,37971.938354,40686.314503,40371.102486,50996.000744
"hsa-let-7g",172.895821,350.460921,145.961598,278.138327,215.775872,508.702022,826.035952,984.178293,1283.340248,978.447524,1149.328486,1176.172789,1491.071461,1360.694562,1701.585458,1300.891889,969.543026,791.488041,721.211172,561.885784,791.679773,1955.197882,1594.479516,1544.050209,1727.691399,1508.472219,607.661744,1240.696806,603.790975,987.887387,1022.977178,867.536429,977.22261,1624.358733,1150.106157,1525.10072,1305.262314,1133.703754,1160.990791,1377.893166
"hsa-let-7i",533.402001,902.112371,514.153015,741.702207,1480.554444,611.40095,523.098729,383.251663,740.372171,610.482921,488.500465,344.230413,541.282738,429.70102,594.485503,342.005882,430.165547,394.309918,284.906693,267.869219,307.365078,473.377969,459.788768,615.248856,614.997048,541.404741,340.814907,362.496414,219.616436,498.340818,447.147491,389.980124,443.076969,541.157439,316.165175,520.022879,478.555175,387.975984,459.681633,302.612437
"hsa-mir-1-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187261,0,0.30845,0,0,0,0,0.221604,0.134139,0.166514,0,0.197544,0,0.106516
"hsa-mir-1-2",0,1.298003,1.314969,0,0,1.369319,29.730409,58.236288,37.60078,46.560837,47.948452,67.542844,31.347787,43.775696,66.618841,51.935651,37.587281,69.51983,25.517959,38.938854,63.909568,35.927015,66.51527,48.906568,50.856131,14.922109,50.373192,32.917275,84.206864,18.715967,49.528759,22.25693,49.251425,25.706086,47.619278,67.105098,52.72367,58.472959,24.386294,90.538744
"hsa-mir-100",1524.793996,3111.314177,3526.747792,2670.127944,2612.547865,1742.458475,5079.049247,6508.840837,5658.810525,7451.57631,10500.915836,6832.102775,8398.909294,9085.584982,11471.238542,7566.639692,6123.17686,5789.267231,5640.126543,6731.907118,7915.799144,5474.011775,8778.285894,10068.613162,7136.233025,9518.392743,7739.86909,7980.20412,4782.980713,18660.946947,6533.630259,4795.884597,8838.679281,4533.800179,6544.90082,6337.352146,8297.47538,7142.392915,5267.032962,6108.169726
"hsa-mir-101-1",384.417304,193.402508,411.585406,261.656056,137.764595,70.51993,36301.45571,19874.293455,29516.612067,19899.565929,17851.577412,14801.657118,20260.682292,31788.299516,30637.654512,25536.375057,18647.050004,17097.917246,21032.190905,18967.360399,29947.524253,20496.249242,22163.579761,15381.433119,28916.669947,28147.498547,27391.031924,22642.615111,14609.119758,12378.24474,24619.727907,16585.767564,37005.84791,27028.398577,25231.77845,20605.760881,27088.191234,15515.286036,20618.204734,11506.835249
"hsa-mir-101-2",1.839317,0,2.629939,2.060284,0,0,110.15899,198.362677,189.926666,100.323531,106.347207,180.448414,172.659018,132.087084,130.257366,163.30877,130.72021,76.758633,73.923159,102.143951,131.513908,139.18894,136.175469,112.845024,187.522141,138.316476,108.798605,164.992762,137.877173,64.942152,173.350658,123.864655,105.379464,156.230956,118.846986,87.253278,167.309778,141.836434,169.891178,142.518634
"hsa-mir-103a-1",4039.140671,6784.66383,10609.1727,11197.643035,7953.830603,6037.327637,14546.463388,15183.05357,18391.588193,16610.16001,19652.513062,18770.269119,24136.975716,16313.894847,16464.145389,16590.55529,16181.533202,11987.458568,9470.714131,9778.543262,10865.724999,15298.581742,15786.44793,20975.201194,17214.249164,21974.719268,10218.642126,10255.153586,12090.008192,16984.853145,18567.498673,24326.824633,11248.839571,25492.238313,12660.557449,15226.363145,18441.157924,17723.825499,22409.98765,15420.878405
"hsa-mir-103a-2",3.678634,1.298003,5.259877,2.060284,13.278515,5.477276,7.041413,2.694738,4.593277,3.852156,3.688342,1.75436,2.954242,2.431983,4.733444,3.270022,3.341092,4.780342,3.288397,3.197877,3.295337,4.519121,4.088409,4.869485,3.778784,3.252255,4.868784,3.047896,1.54225,2.705923,1.388657,3.386924,4.088798,7.312938,2.816915,1.831653,2.460438,2.568069,3.454725,2.76942
"hsa-mir-103b-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-103b-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-105-1",0,2.596007,0,0,0,4.107957,0,0,3.418253,0.33497,0,0,0,0,0.175313,0.192354,0.417636,0,0.394608,0,0,0,0,0.423433,0,0,0,0,0,0.225494,0,0,0,0,0,0.166514,0,0,0,0
"hsa-mir-105-2",0,2.596007,2.629939,0,0,6.846595,0,0,2.029588,0,0,0,0.164125,0,0,0,0.208818,0,0.263072,0.18811,0,0,0,0.211717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106516
"hsa-mir-106a",0,0,7.889816,0,1.659814,0.68466,12.361591,4.790646,18.159467,13.063832,4.91779,5.263079,12.309341,2.431983,9.466888,2.69296,6.264547,3.960855,2.630717,0.752442,3.09562,3.841253,5.503628,4.869485,16.21728,7.843673,1.872609,2.438317,2.313375,3.382404,3.934528,0.483846,4.088798,9.750584,5.365552,8.658722,5.448113,1.975438,5.486916,3.834582
"hsa-mir-106b",1052.089464,747.649965,769.257069,986.875992,1185.107481,805.844254,783.005097,334.896082,1421.993123,554.040467,335.639162,386.209731,524.213786,272.686109,433.72372,309.88272,531.02475,557.251287,397.238326,265.988115,372.972244,261.431174,302.85676,333.242154,539.893722,502.760303,408.041584,346.444162,223.163612,287.278825,289.303501,271.437778,475.601495,507.695206,301.812323,360.502572,334.443811,287.623744,388.961382,205.682723
"hsa-mir-107",20.23249,37.642099,32.874234,30.904259,38.175731,29.440359,145.679006,72.159102,207.017929,119.249339,94.462548,67.668155,175.120886,90.591372,106.590146,73.09462,80.603835,113.772138,61.821859,36.305308,67.60434,66.882997,83.026152,86.380431,103.601653,123.968294,65.354067,51.81423,34.546406,80.726703,66.192641,65.803098,74.527628,106.813221,66.666989,79.260612,92.266422,63.609097,91.448601,54.642795
"hsa-mir-10a",2591.597999,2544.086686,4264.445596,3314.996807,3809.274047,9711.895274,16851.821919,25296.406237,15974.456252,16185.585468,22944.768506,31554.78865,26173.925403,22823.553696,27764.629322,23908.480919,22221.600408,14814.4162,23124.926587,22233.333277,20065.407448,18755.031759,19829.727199,17886.88906,24702.853769,23041.458785,27808.998337,25580.380329,20217.975482,13547.428967,25482.315224,29181.738479,24602.480599,16028.852866,26135.605752,18560.97031,27052.163393,27322.280232,22482.740093,20556.555506
"hsa-mir-10b",849.764567,786.590067,7223.126629,1094.010755,866.423117,9455.147955,1225.83172,3492.680193,3910.481089,2207.620133,8392.2085,20625.379067,3981.825505,1788.875592,7620.4942,4297.386617,5237.996397,17490.041865,68095.198822,7397.065515,3450.817094,2375.928086,2478.991081,5445.354638,3884.747097,8065.208853,4077.794186,4878.258912,6564.588207,2930.740097,2108.443913,2449.230007,5360.227709,1954.105772,2112.55212,2718.172743,3634.066802,19053.492683,2733.093846,713.551818
"hsa-mir-1178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483846,0,0.221604,0,0,0,0,0,0
"hsa-mir-1179",0,0,0,0,0,0,0.156476,0,0,0.167485,0,0,0,0,0,0,0.208818,0,0.131536,0.18811,0,0.225956,0,0.211717,0,0.191309,0,0,0.154225,0,0,0,0.185854,0,0,0.166514,0,0.197544,0.203219,0.106516
"hsa-mir-1180",474.543849,228.4486,238.009452,251.354637,303.746035,110.914842,12.361591,7.335676,8.866093,8.709221,15.368094,5.263079,7.713853,11.247922,16.304085,7.694171,8.979184,10.107009,7.234473,6.960085,14.679229,10.619935,11.478995,10.162404,10.391655,7.078437,11.797439,8.127722,16.347853,9.47073,14.118011,12.580004,12.452247,9.750584,8.048329,10.157347,16.520083,43.459632,6.706231,4.686711
"hsa-mir-1181",0,1.298003,0,12.361703,1.659814,1.369319,0.156476,0.149708,0.10682,0,0,0,0.328249,0.151999,0,0.769417,0,0,0.131536,0,0.499293,0.225956,0.314493,0.423433,0,0.382618,0.187261,0.812772,0.154225,0.676481,0.462886,0.967693,0.185854,0.221604,0,0.166514,0.351491,0.395088,0.609657,0.213032
"hsa-mir-1182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1184-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1184-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1184-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1185-1",0,0,0,0,0,0,0,0,0.213641,0.33497,0,0.125311,0.492374,0,0.350625,0,0,0.136581,0,0.18811,0.099859,0.451912,0.157247,0,0,0,0,0,0.154225,0.225494,0,0.483846,0.557563,0.221604,0.268278,0.166514,0,0.395088,0,0
"hsa-mir-1185-2",0,0,0,0,0,0,0,0.149708,0,0.167485,0.409816,0.125311,0,0,0.175313,0,0.417636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221604,0,0,0,0,0,0
"hsa-mir-1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1197",0,0,0,0,0,0,0,0,0.320461,0,0,0.125311,0.164125,0,0.350625,0,0,0.956068,0.131536,0.18811,0.199717,0,0,0,0.157449,0,0,0,0,0,0,0,0,0,0,0,0,0.197544,0,0
"hsa-mir-1199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-122",0,0,0,0,0,0,0.156476,0,0,0,0,0,0,0,0.350625,0,0,0.136581,0,0,0,0,0,0,0,0,0,0.203193,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1224",27.589759,1.298003,5.259877,4.120568,4.979443,59.565378,0.625903,0.449123,0.747743,0.33497,1.02454,0.125311,0.656498,0,0.175313,0.192354,0,0.546325,0.131536,0.564331,0.898728,0.451912,0,0,0.629797,1.339164,0.749044,0.406386,0.6169,0,0,0,0.185854,0.221604,0.268278,0,0.175746,2.370525,0.406438,0
"hsa-mir-1225",3.678634,0,1.314969,2.060284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099859,0,0,0,0.157449,0.191309,0,0,0.154225,0,0,0,0,0,0,0.166514,0,0,0.203219,0
"hsa-mir-1226",34.947028,25.960068,18.409571,32.964543,59.753318,13.69319,0.938855,0.149708,0.10682,0.167485,0.409816,0.250623,0.328249,0.759995,0.350625,0.769417,0.417636,0,0,0.376221,0.199717,0.677868,0.47174,1.058584,0,0,0.374522,0.203193,0.154225,0.901974,0.925771,0.483846,0.371709,0.221604,0.268278,0.499542,0.175746,0.197544,0,0.106516
"hsa-mir-1227",7.357269,2.596007,1.314969,8.241136,6.639258,4.107957,0,0,0,0.167485,0,0,0,0,0,0.192354,0,0,0,0,0.099859,0,0,0,0,0,0,0.203193,0,0.450987,0,0,0,0,0.134139,0,0,0,0,0
"hsa-mir-1228",12.875221,31.152082,15.779632,22.663123,16.598144,10.269893,1.87771,0.149708,0.213641,1.00491,0.614724,0,0.492374,1.671988,0.525938,0,0.208818,0.819487,0.394608,0.18811,0.099859,0.451912,0.47174,1.2703,0.314899,0.573927,0,0.203193,0,1.352961,0.925771,0,0.929272,1.108021,0.268278,0.499542,0.527237,0.790175,0.609657,0
"hsa-mir-1229",3.678634,1.298003,2.629939,4.120568,6.639258,0.68466,0,0,0.10682,0,0,0.125311,0,0.303998,0,0.192354,0,0.136581,0,0,0.099859,0.225956,0.157247,0.211717,0,0.191309,0,0,0,0.676481,0,0,0,0,0,0,0,0.395088,0,0.106516
"hsa-mir-1231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1233-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1233-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1234",5.517952,3.89401,2.629939,0,0,1.369319,0,0.149708,0.10682,0,0.204908,0,0,0.303998,0,0,0,0,0,0,0,0,0,0,0.314899,0,0,0,0,0,0,0,0,0,0,0,0.175746,0,0,0
"hsa-mir-1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1237",0,0,0,2.060284,0,2.053979,0.312952,0,0,0,0,0,0,0,0,0.192354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166514,0,0,0,0
"hsa-mir-1238",0,0,0,0,3.319629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099859,0,0,0,0,0,0,0,0,0,0,0,0.185854,0,0,0,0,0,0,0
"hsa-mir-124-1",0,0,0,0,0,0.68466,0.156476,0,0,0.167485,0.204908,0,0.164125,0,0,0,0.208818,0,0,0,0,0.451912,0,0,0,0.191309,0,0.406386,0,0,0,0,0,0,0,0,0,0,0.203219,0
"hsa-mir-124-2",0,0,0,2.060284,0,0,0.156476,0,0,0.167485,0.409816,0,0,0,0,0,0,0,0,0,0,0.225956,0,0,0,0.191309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-124-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175313,0,0,0,0.131536,0,0,0.225956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203219,0
"hsa-mir-1243",0,0,0,0,0,0,0,0,0.213641,0,0,0.250623,0,0,0,0.192354,0.208818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1244-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1244-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1244-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166514,0,0,0,0
"hsa-mir-1245a",0,0,0,0,0,1.369319,0.469428,0.299415,0.534102,0.33497,0.819632,1.002491,0.820623,0,0.525938,0.192354,0.208818,0.273162,0.789215,0.18811,0.299576,0.677868,0.47174,0.211717,1.102145,0.382618,1.123566,0.203193,0,0.225494,0,0,0,0.443208,0.402416,0.499542,0,0.987719,0.203219,0
"hsa-mir-1245b",0,0,0,0,0,0,0,0,0,0,0.204908,0.125311,0,0.151999,0.175313,0,0,0,0,0,0,0,0,0.211717,0,0,0,0,0,0,0,0,0,0,0,0,0.175746,0,0,0
"hsa-mir-1246",0,0,0,2.060284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1247",435.918187,391.99703,182.780739,537.7341,312.045107,266.332553,27.226796,127.700652,25.743716,13.901257,44.874833,41.854007,30.691289,12.615912,32.257544,30.969037,44.895919,70.475898,33.673183,141.647136,54.422991,49.032467,17.139869,40.437898,54.005117,36.540037,21.347747,41.044998,45.804833,8.117769,26.615922,30.482317,39.958703,25.484482,20.657377,13.487625,37.433805,45.237526,20.728349,16.083942
"hsa-mir-1248",22.071807,37.642099,14.464663,30.904259,14.93833,13.008531,1.095331,0.299415,0.640922,0.502455,0.819632,0.501246,0.492374,0.151999,0.350625,0.577063,0,0.682906,0.263072,0,0.399435,1.581692,0,0,0.472348,0.573927,0.187261,0,0.771125,0,0.462886,0.483846,0,0.221604,0.268278,0,0.175746,0.197544,0,0.745613
"hsa-mir-1249",9.196586,31.152082,3.944908,35.024826,29.876659,14.37785,3.442468,0.299415,0.534102,1.67485,0.819632,0.375934,0,1.063993,0.350625,0.577063,0.208818,0.409744,0.131536,0.18811,0.599152,0.677868,0.47174,2.752318,0.944696,1.530473,0.374522,0.812772,0.6169,0.450987,0.462886,1.451539,0.185854,1.551229,0.670694,0.832569,0.351491,0.790175,0.812876,0
"hsa-mir-1250",0,0,0,0,0,0,0.312952,0.149708,0,0,0,0,0,0,0,0,0.208818,0,0,0,0,0,0,0,0,0,0,0,0,0.225494,0,0,0,0,0,0.166514,0.351491,0,0,0
"hsa-mir-1251",0,0,1.314969,0,0,0.68466,0.312952,0,0.10682,0,0.204908,0.125311,0,0.303998,0.175313,0.192354,0.208818,0.273162,0.263072,0,0.199717,0,0.157247,0,0.314899,0.573927,0,0,0,0.225494,0,0,0.185854,0.221604,0.134139,0.166514,0,0.197544,0,0
"hsa-mir-1252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134139,0,0,0,0,0
"hsa-mir-1253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1254-1",3.678634,1.298003,3.944908,2.060284,0,1.369319,0.156476,0,0,0.167485,0,0,0.492374,0.303998,0,0,0,0,0,0.18811,0,0.225956,0.314493,0,0.314899,0.191309,0,0,0,0,0,0,0,0,0,0,0,0,0.203219,0.106516
"hsa-mir-1254-2",3.678634,1.298003,0,0,0,2.053979,0.156476,0.149708,0.10682,0.167485,0.204908,0.125311,0,0,0,0,0,0,0.131536,0,0.099859,0.225956,0,0,0,0.191309,0.187261,0,0,0,0.231443,0,0.185854,0,0,0,0,0.197544,0,0
"hsa-mir-1255a",0,0,1.314969,0,0,0,0.156476,0.149708,0.427282,0.33497,0,0.501246,0,0.455997,0.350625,0.577063,0.626455,0.409744,0.263072,0.564331,0.399435,0.225956,0,0.423433,0.314899,0.382618,0,1.219158,0.154225,0.225494,0.925771,0.483846,0.371709,0,0,0.333028,0.175746,0.395088,0.406438,0
"hsa-mir-1255b-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1255b-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1256",0,0,0,0,0,0,0.156476,0,0.10682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166514,0,0,0,0
"hsa-mir-1258",1.839317,2.596007,0,2.060284,3.319629,0,0.938855,1.347369,1.388665,1.00491,0.614724,2.130294,0.820623,0.607996,1.227189,2.115897,0.208818,2.458462,1.315359,0.564331,3.495054,0.903824,1.100726,2.117167,0.787247,0.573927,0.561783,3.251089,2.004925,0,1.851542,3.386924,2.787816,2.216042,0.938972,0.832569,1.58171,1.777894,1.422534,0.532581
"hsa-mir-125a",7750.882872,8613.550636,11905.732477,6601.149638,11276.779031,3618.425557,582.09012,471.130071,397.051415,363.107537,572.717618,352.250342,543.416357,566.500071,538.911364,536.860751,437.891821,430.367354,433.41069,431.713383,482.317521,439.258602,679.462129,441.217693,701.909073,647.38998,589.497433,613.643032,374.304137,263.601998,424.466096,450.460912,482.1064,398.887547,556.810201,406.293892,508.08043,470.746828,393.025764,459.510754
"hsa-mir-125b-1",2685.403178,3392.980917,3338.707175,2315.759112,3900.563839,1361.787783,292.766294,319.176775,292.687887,329.108077,587.061172,384.705994,315.939743,335.613672,441.788106,335.850545,242.020325,406.192482,285.169765,220.841617,382.658538,232.508797,409.627134,387.018207,377.406022,473.87263,442.123075,356.603815,239.048789,415.133686,250.189667,189.667752,346.804372,301.381702,318.043119,293.230961,341.649379,391.729316,234.108418,256.703968
